ID;TWEET;label;len emoji;len text;len letters;TWEET_clean
4153;اللهم كن لاخواننا في  العراق و و  بورما و  اليمن و وسائر بلاد المسلمين .. اللهم اعز الاسلام والمسلمين واذل الشرك والمشركين;sympathy;0;22;22;اللهم لاخواننا العراق بورما اليمن وسائر بلاد المسلمين اللهم اعز الاسلام والمسلمين واذل الشرك والمشركين
4154;اعشق لمعه عينيك واعشق ابتسامتك واريدك بجانبي طوال العمر;love;0;9;19;اعشق لمعه عينيك واعشق ابتسامتك واريدك بجانبي طوال العمر
4155;: بعد بلنتي يحي الشهري انا اقدر احلف انه كل اللي قلناه عنه ما وصله. يا عالم قمه البذاءه ( بصوت تركي العجمه)  النصر الوداد   …;anger;0;26;27;بلنتي يحي الشهري انا اقدر احلف انه اللي قلناه عنه وصله عالم قمه البذاءه بصوت تركي العجمه النصر الوداد …
4156;محدش يلوم ع المصريين اللي بيفشلوا ف الاوليمبياد لان اصلا مافيش اي دعم لهم;none;0;14;16;محدش يلوم المصريين اللي بيفشلوا الاوليمبياد لان اصلا مافيش اي دعم
4157;انا نفسي يركزوا في الجودو شويه، احنا بنخش نجيب مراكز في البطولات العالميه بكل اريحيه انما في الاوليمبياد بيعطلو فشخ;none;0;20;23;انا نفسي يركزوا الجودو شويه، احنا بنخش نجيب مراكز البطولات العالميه بكل اريحيه انما الاوليمبياد بيعطلو فشخ
4158;خايفه انام ابي استغل الويكند;fear;0;5;16;خايفه انام ابي استغل الويكند
4159;احساسي في الغرام فيها كان حيل متولع،هي كانت الحراره والضوا والدفي والهيام،بس اخخ لو يرد الزمن ورا اخخ،اجيها بيتها واخطفها غصب.  غزل;love;0;22;26;احساسي الغرام حيل متولع،هي كانت الحراره والضوا والدفي والهيام،بس اخخ يرد الزمن ورا اخخ،اجيها بيتها واخطفها غصب غزل
4160;عالم اجنه يهودي:المراه المسلمه انظف امراه علي وجه الارض. العالم روبرت غيلهم زعيم اليهود في معهد البرت اينشتاين،...;surprise;0;18;24;عالم اجنه يهوديالمراه المسلمه انظف امراه علي وجه الارض العالم روبرت غيلهم زعيم اليهود معهد البرت اينشتاين،
4161;خايفه بكرا اوقف امجاد من الجامعه اقول لي 100 😔;fear;1;10;20;خايفه بكرا اوقف امجاد الجامعه اقول 100 😔
4162;انا مش هرتاح غير لما اللاعبه الاسبانيه تكسب الدهب و  هدايه وهبه تكسب البرونزيه واهو يبقي اسمها خسرت من بطله الاوليمبياد 🙏;none;1;22;23;انا مش هرتاح اللاعبه الاسبانيه تكسب الدهب هدايه وهبه تكسب البرونزيه واهو يبقي اسمها خسرت بطله الاوليمبياد 🙏
4163;meroo19 بونجوووغ مادموزيل;joy;0;3;18;meroo19 بونجوووغ مادموزيل
4164;علي زين راح فرنسا من شهر و نص تقريباً ، و هاينضم للفرقه بتاعته بعد الاوليمبياد هو و ممدوح هاشم نفس الفرقه;none;0;22;23;علي زين فرنسا شهر نص تقريبا ، هاينضم للفرقه بتاعته الاوليمبياد ممدوح هاشم الفرقه
4165;: يا ليتنا كنا معكم يا حشد الله المقدس  ردا علي اكاذيبكم;sympathy;0;12;19;ليتنا كنا معكم حشد الله المقدس ردا علي اكاذيبكم
4166;قاعدين علي النيل واحلي جو واجواء والبواخر النيليه  فجاه اضربو جراقيات شماريخ علي قولتهم روعونا الظاهر فرح ابن العمده;anger;0;19;22;قاعدين علي النيل واحلي جو واجواء والبواخر النيليه فجاه اضربو جراقيات شماريخ علي قولتهم روعونا الظاهر فرح ابن العمده
4167;مرحباااااااا.;joy;0;1;6;مرحباااااااا
4168;ههههههههههه مافيش جو;joy;0;3;9;ههههههههههه مافيش جو
4169;قالك قطر خاشه الاوليمبياد ب25 لاعب .. اللي يبي يسرق قطر يستغل الفرصه الشعب كله في البرازيل 😂😂;none;2;18;26;قالك قطر خاشه الاوليمبياد ب25 لاعب اللي يبي يسرق قطر يستغل الفرصه الشعب كله البرازيل 😂😂
4170;وانا متضامنه معك✌🏻️✌🏻️ اخدوا الباثو!!;sympathy;4;5;19;وانا متضامنه معك✌🏻️✌🏻️ اخدوا الباثو
4171;الحب ان تعطي السعاده لمن تحب عالطريقته هو ليس علي طريقتك;love;0;11;18;الحب ان تعطي السعاده لمن تحب عالطريقته علي طريقتك
4172;تلك هي اسرائيل بعيداً ومن هنا تم قصفها ع ايدي ابطال لبنان ✌????️   مليتا   حكايه الارض للسماء;anger;1;17;27;اسرائيل بعيدا تم قصفها ايدي ابطال لبنان ✌️ مليتا حكايه الارض للسماء
4173;: كيف اقول  خلك معي  بالصمت؟. ً ..!! 🤔;surprise;1;9;20;اقول خلك معي بالصمت؟ 🤔
4174;قولي احبك كي تزيد مسؤوليتي فبغير حبك لا اكون مسؤولا مسؤوليه;love;0;11;20;قولي احبك تزيد مسؤوليتي فبغير حبك اكون مسؤولا مسؤوليه
4175;بنات مصر اللي بيقولوا عليهم سافرات و بيتهزوا قدام الرجاله هما اللي بيوصلوا للنهائيات في الاوليمبياد ..;none;0;17;21;بنات مصر اللي بيقولوا عليهم سافرات بيتهزوا قدام الرجاله اللي بيوصلوا للنهائيات الاوليمبياد
4176;انا فخور باي رياضي مصري راح الاوليمبياد.. بغض النظر عن نتيجته.. متخيلين مدي العك اللي في اتحادات الرياضات عندنا.. و مع ذلك نافسوا و وصلوا!;none;0;25;26;انا فخور باي رياضي مصري الاوليمبياد بغض النظر نتيجته متخيلين مدي العك اللي اتحادات الرياضات عندنا نافسوا وصلوا
4177;التعريص لامريكا شئ معتاد في الاوليمبياد.;anger;0;6;17;التعريص لامريكا شئ معتاد الاوليمبياد
4178;العرب في الاوليمبياد = يا بخت من بات مغلوب 😊;none;1;10;17;العرب الاوليمبياد بخت مغلوب 😊
4179;ايه افتتاح الاوليمبياد ده 🎉🎆🎆  ريو دي چانيرو;joy;3;8;17;ايه افتتاح الاوليمبياد ده 🎉🎆🎆 ريو دي چانيرو
4180;احلي حاجه الاوليمبياد شغاله 24 ساعه كل ما تفتح تلاقي لعبه شغاله كنا متلطمين من غيرك يا غاليه :D;joy;0;19;26;احلي حاجه الاوليمبياد شغاله 24 ساعه تفتح تلاقي لعبه شغاله كنا متلطمين غيرك غاليه D
4181;علمتني احب الدنيا علمتني احب وانسي معك هموم الدنيا و المشوار الصعب  لايفهم الكلام  الاول;love;0;15;19;علمتني احب الدنيا علمتني احب وانسي معك هموم الدنيا المشوار الصعب لايفهم الكلام الاول
4182;RO    :     يتعلموا من قطر اللي بتشتري اجانب وتجنسهم وتوفرلهم كل سبل الراحه عشان تجيب ميداليه باسمها..اه يابلد اب…;anger;0;19;26;RO يتعلموا قطر اللي بتشتري اجانب وتجنسهم وتوفرلهم سبل الراحه عشان تجيب ميداليه باسمهااه يابلد اب…
4183;المجلس يخلي عنده دم ويمشي بقا  ابناء النادي فين انتو السبب ال سايبين النادي كدا  قول للاداره جماهير الاهلي مش هبله  اسال شوبير  حسبي الله;anger;0;25;22;المجلس يخلي عنده دم ويمشي بقا ابناء النادي فين انتو السبب ال سايبين النادي كدا قول للاداره جماهير الاهلي مش هبله اسال شوبير حسبي الله
4184;الله يستر اتوقع بيصير اللي خايفه منه💔.;fear;1;7;19;الله يستر اتوقع بيصير اللي خايفه منه💔
4185;جايبين مدرب صيني للبت دينا اللي بتمثل مصر في الاوليمبياد في البينج بونج :D معندناش كفاءات مصريه ولا ايه في البينج ؟! :V;surprise;0;23;25;جايبين مدرب صيني للبت دينا اللي بتمثل مصر الاوليمبياد البينج بونج D معندناش كفاءات مصريه ايه البينج ؟ V
4186;ايقظها  لتصلي .. 😍💜 فقالت له: اتركني انام قليلا ..😒 فقال : لا استطيع ان اتركك نائمه فتزيد حسناتي عن حسناتك فلا نلتقي في  الجنه ❤ 👌☺😍;love;7;27;30;ايقظها لتصلي 😍💜 فقالت اتركني انام قليلا 😒 فقال استطيع ان اتركك نائمه فتزيد حسناتي حسناتك نلتقي الجنه ❤ 👌☺😍
4187;لو فعلا  حماده طلعت الي رفع علم السعوديه في الاوليمبياد ضابط جيش مصري .. فده عادي جدا وزير الدفاع نفسه طعن علي مصريه الجُزر يا جدعان;none;0;26;24;فعلا حماده طلعت الي رفع السعوديه الاوليمبياد ضابط جيش مصري فده عادي جدا وزير الدفاع نفسه طعن علي مصريه الجزر جدعان
4188;بلا حب بلا كلام فاضي بلا خرابيط ،، غير حب الله وحب محمد صلي الله عليه وسلم مابي;love;0;18;21;بلا حب بلا كلام فاضي بلا خرابيط ،، حب الله وحب محمد صلي الله وسلم مابي
4189;الله معكم;sympathy;0;2;7;الله معكم
4190;mo an: يا دار من دم المعادي سقيناك نطعن ولا كلت سواعد ايدينا يوم هي بحد السيف حنا حميناك واليوم بعد المال زادوا علينا شيخ عنزه بالحج…;anger;0;27;29;mo an دار دم المعادي سقيناك نطعن كلت سواعد ايدينا يوم بحد السيف حنا حميناك واليوم المال زادوا علينا شيخ عنزه بالحج…
